Gene_model,UniProt identifier (top hit and/or top hit with annotated GO),Description(s) of hit(s),E-value,Gene Ontology (GO) term,KEGG Orthology (KO) term,Pfam identifier,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig
SymbC1.scaffold2416.1,sp|P21964|COMT_HUMAN,Catechol O-methyltransferase OS=Homo sapiens GN=COMT PE=1 SV=2,8.14E-27,GO:0016021;GO:0008168;GO:0000287;GO:0102084;GO:0005737;GO:0048662;GO:0050668;GO:0044297;GO:0016020;GO:0030424;GO:0005829;GO:0042417;GO:0014070;GO:0005515;GO:0007614;GO:0032496;GO:0046872;GO:0030425;GO:0032259;GO:0042420;GO:0016036;GO:0016206;GO:0048265;GO:0048609;GO:0045211;GO:0045963;GO:0008210;GO:0035814;GO:0042135;GO:0006584;GO:0005739;GO:0051930;GO:0032502;GO:0070062;GO:0008171;GO:0009712;GO:0043197;GO:0005886;GO:0007565;GO:0016740;GO:0102938;GO:0042493;GO:0007612,K00545,PF01596,38.09663734,-0.671383271,0.12439847,-5.397038002,6.78E-08,0.00000067,TRUE
SymbC1.scaffold2416.2,sp|O14190|ALG13_SCHPO,UDP-N-acetylglucosamine transferase subunit alg13 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=alg13 PE=3 SV=1,1.12E-13,GO:0005783;GO:0016757;GO:0016758;GO:0006488;GO:0016740;GO:0005634;GO:0043541;GO:0004577;GO:0005829,K07432,PF04101;PF00226,55.97404648,-0.450010505,0.105177447,-4.278583654,0.0000188,0.000113,TRUE
SymbC1.scaffold2416.4,sp|O74857|RPC4_SCHPO,DNA-directed RNA polymerase III subunit rpc4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=rpc53 PE=2 SV=1,5.61E-06,GO:0005634;GO:0005737;GO:0005666;GO:0003899;GO:0003677;GO:0006383;GO:0005829,K03026,PF05132,92.52056572,-0.458166252,0.08419703,-5.441596362,5.28E-08,0.00000053,TRUE
SymbC1.scaffold2417.2,tr|A0A1Q9EXJ1|A0A1Q9EXJ1_SYMMI,Glutathione peroxidase OS=Symbiodinium microadriaticum GN=GPX PE=3 SV=1,1.24E-28,GO:0006979;GO:0004602;GO:0004601;GO:0016491;GO:0055114;GO:0098869,NA,NA,94.90187147,-0.351519375,0.093509247,-3.759193712,0.00017,0.000816,TRUE
SymbC1.scaffold2417.3,tr|A0A1Q9EXR0|A0A1Q9EXR0_SYMMI,Sodium channel protein type 11 subunit alpha OS=Symbiodinium microadriaticum GN=Scn11a PE=4 SV=1,2.84E-39,GO:0006811;GO:0016021;GO:0034220;GO:0005509;GO:0005216;GO:0016020;GO:0055085,NA,NA,27.30862505,-0.831070084,0.142256757,-5.842042939,5.16E-09,6.15E-08,TRUE
SymbC1.scaffold242.3,tr|A0A0G4GHU1|A0A0G4GHU1_VITBC,Uncharacterized protein OS=Vitrella brassicaformis (strain CCMP3155) GN=Vbra_22751 PE=4 SV=1,2.06E-09,GO:0051260,NA,PF02214,24.42556066,-0.366783045,0.138648648,-2.645413778,0.008159108,0.023891531,TRUE
SymbC1.scaffold2420.4,tr|A0A1Q9EE07|A0A1Q9EE07_SYMMI,ATPase family AAA domain-containing protein 3 OS=Symbiodinium microadriaticum GN=atad-3 PE=4 SV=1,3.78E-122,GO:0005524;GO:0035091,NA,PF12037,14.05743104,-3.182953906,0.534883919,-5.950737707,2.67E-09,3.36E-08,TRUE
SymbC1.scaffold2420.7,sp|Q58E76|ATD3A_XENLA,ATPase family AAA domain-containing protein 3-A OS=Xenopus laevis GN=atad3-a PE=2 SV=1,3.09E-41,GO:0005743;GO:0042645;GO:0016021;GO:0005524;GO:0000166;GO:0005739;GO:0016020,K17681,PF00004,11.36486943,-2.936249354,0.443863841,-6.615202872,3.71E-11,6.2E-10,TRUE
SymbC1.scaffold2421.2,sp|Q9SFX0|PBL22_ARATH,Probable serine/threonine-protein kinase PBL22 OS=Arabidopsis thaliana GN=PBL22 PE=2 SV=1,3.88E-43,GO:0016740;GO:0000166;GO:0006952;GO:0006468;GO:0004672;GO:0016020;GO:0007178;GO:0005524;GO:0007166;GO:0009941;GO:0004675;GO:0016310;GO:0004674;GO:0016301;GO:0005886,NA,PF00069,43.24353828,1.056893038,0.139774993,7.561388621,3.99E-14,1E-12,TRUE
SymbC1.scaffold2421.4,tr|A0A1Q9F083|A0A1Q9F083_SYMMI,Transposon Ty4-J Gag-Pol polyprotein OS=Symbiodinium microadriaticum GN=TY4B-J PE=4 SV=1,2.21E-53,GO:0008270;GO:0015074;GO:0005509;GO:0003676,NA,NA,19.18710122,1.498940006,0.185642211,8.074349037,6.78E-16,2.11E-14,TRUE
SymbC1.scaffold2422.1,tr|A0A1Q9ECG7|A0A1Q9ECG7_SYMMI,Selenocysteine lyase OS=Symbiodinium microadriaticum GN=SCLY PE=4 SV=1,1.27E-165,GO:0016829;GO:0003824,NA,NA,7.633038238,0.740791512,0.269289986,2.750906275,0.005943064,0.018099967,TRUE
SymbC1.scaffold2422.8,sp|P55738|CCAC_AMPCA,Caroteno-chlorophyll a-c-binding protein (Fragment) OS=Amphidinium carterae PE=1 SV=1,1.31E-39,GO:0016168;GO:0046872;GO:0018298;GO:0009523;GO:0009579;GO:0015979;GO:0016021;GO:0009536;GO:0009535;GO:0016020;GO:0009522;GO:0009765;GO:0009507,NA,PF00504,42.32529753,1.1401257,0.160036829,7.124145802,1.05E-12,2.16E-11,TRUE
SymbC1.scaffold2423.2,sp|B1J606|STHA_PSEPW,Soluble pyridine nucleotide transhydrogenase OS=Pseudomonas putida (strain W619) GN=sthA PE=3 SV=1,1.98E-56,GO:0050660;GO:1902600;GO:0045454;GO:0016491;GO:0055114;GO:0005737;GO:0003957,K00322,PF02852;PF07992,40.7679349,0.722002742,0.132111708,5.46509277,4.63E-08,0.000000469,TRUE
SymbC1.scaffold2423.3,sp|P57112|STHA_PSEAE,Soluble pyridine nucleotide transhydrogenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=sthA PE=1 SV=2,2.13E-53,GO:0055114;GO:0005737;GO:0003957;GO:0045454;GO:0016491;GO:1902600;GO:0050660,K00322,PF02852;PF07992,21.23803271,0.84143683,0.189272306,4.445641567,0.00000876,0.0000569,TRUE
SymbC1.scaffold2425.1,sp|P76219|YDJX_ECOLI,TVP38/TMEM64 family membrane protein YdjX OS=Escherichia coli (strain K12) GN=ydjX PE=3 SV=2,0.00000509,GO:0016021;GO:0005886;GO:0016020,NA,PF09335,9.921707879,-1.860497696,0.259222113,-7.17723373,7.11E-13,1.51E-11,TRUE
SymbC1.scaffold2426.1,tr|A0A1Q9DCU1|A0A1Q9DCU1_SYMMI,Voltage-dependent T-type calcium channel subunit alpha-1I OS=Symbiodinium microadriaticum GN=Cacna1i PE=4 SV=1,7.52E-137,GO:0006811;GO:0034220;GO:0016021;GO:0005216;GO:0005509;GO:0016020;GO:0055085,NA,NA,1.920523621,-3.031837872,0.650253651,-4.66254648,0.00000312,0.0000222,TRUE
SymbC1.scaffold2427.1,tr|A0A1Q9DNX3|A0A1Q9DNX3_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene20899 PE=4 SV=1,0.00E+00,GO:0016021;GO:0016020,NA,NA,32.2441902,-1.259974571,0.164136317,-7.67639114,1.64E-14,4.3E-13,TRUE
SymbC1.scaffold2427.5,sp|Q8L7U5|BSL1_ARATH,Serine/threonine-protein phosphatase BSL1 OS=Arabidopsis thaliana GN=BSL1 PE=1 SV=2,6.27E-152,GO:0006470;GO:0005515;GO:0009742;GO:0016787;GO:0005886;GO:0005634;GO:0046872;GO:0004721,K01090,PF13415;PF13418;PF00149,69.80266425,0.320705546,0.098668912,3.250320081,0.001152752,0.00437064,TRUE
SymbC1.scaffold2428.4,sp|Q9FE17|SIR1_ARATH,NAD-dependent protein deacetylase SRT1 OS=Arabidopsis thaliana GN=SRT1 PE=2 SV=1,7.23E-53,GO:0016787;GO:0046872;GO:0070403;GO:0005634,K11416,PF03092;PF02146,123.4826682,0.696129642,0.081147094,8.578614504,9.6E-18,3.58E-16,TRUE
SymbC1.scaffold2429.1,sp|Q70EK8|UBP53_HUMAN,Inactive ubiquitin carboxyl-terminal hydrolase 53 OS=Homo sapiens GN=USP53 PE=1 SV=2,0.000000477,GO:0008150;GO:0005911;GO:0006915;GO:0005575;GO:0001508;GO:0010996;GO:0005923;GO:0007605;GO:0030054;GO:0005515;GO:0051402;GO:0016579,NA,NA,9.094456211,0.639906514,0.232725295,2.74962167,0.005966411,0.018166327,TRUE
SymbC1.scaffold243.2,tr|A0A1Q9CT58|A0A1Q9CT58_SYMMI;tr|A0A1D7Z1H4|A0A1D7Z1H4_9GAMM,description1:Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum GN=AK812_SmicGene32824 PE=4 SV=1//description2:Uncharacterized protein OS=Pectobacterium wasabiae CFBP 3304 GN=A7983_10755 PE=4 SV=1,4.98E-64,GO:0005509;GO:0007156;GO:0016020,NA,PF05345,64.19972795,0.304549527,0.101192968,3.009591799,0.00261599,0.008937966,TRUE
SymbC1.scaffold2431.1,sp|Q39613|CYPH_CATRO,Peptidyl-prolyl cis-trans isomerase OS=Catharanthus roseus GN=PCKR1 PE=1 SV=1,5.48E-63,GO:0016853;GO:0003755;GO:0000413;GO:0005737;GO:0006457,NA,PF00160,129.6259541,-0.303692018,0.116997945,-2.595703857,0.009439739,0.027040725,TRUE
SymbC1.scaffold2432.1,sp|A1DH48|VATF_NEOFI,V-type proton ATPase subunit F OS=Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) GN=vma7 PE=3 SV=1,5.83E-30,GO:0015992;GO:0046961;GO:0033180;GO:0015991;GO:0006810;GO:0006811;GO:0034220,K02151,PF07727;PF00098;PF01990,99.01349108,1.290928977,0.119338866,10.81733903,2.85E-27,2.7E-25,TRUE
SymbC1.scaffold2433.11,tr|A0A1Q9E1M3|A0A1Q9E1M3_SYMMI,ERAD-associated E3 ubiquitin-protein ligase DOA10 OS=Symbiodinium microadriaticum GN=SSM4 PE=4 SV=1,1.73E-09,GO:0046872;GO:0016874;GO:0008270,NA,NA,0.574285952,2.387111105,0.996913696,2.394501265,0.016642986,0.043669353,TRUE
SymbC1.scaffold2433.4,tr|A0A1Q9D7A7|A0A1Q9D7A7_SYMMI;tr|Q011Z8|Q011Z8_OSTTA,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene27364 PE=4 SV=1//description2:Unnamed product OS=Ostreococcus tauri GN=OT_ostta09g01220 PE=4 SV=1,1.49E-20,GO:0016021;GO:0016020,NA,NA,43.03898229,-0.340952182,0.138374697,-2.463977808,0.013740462,0.03716967,TRUE
SymbC1.scaffold2434.2,sp|P36914|AMYG_ASPOR,Glucoamylase OS=Aspergillus oryzae (strain ATCC 42149 / RIB 40) GN=glaA PE=2 SV=2,4.3E-09,GO:0005976;GO:0016787;GO:0005975;GO:0030246;GO:0004339;GO:2001070;GO:0008152;GO:0016798;GO:0003824;GO:0000272,K01178,PF00686,10.22711478,-0.681137888,0.227842746,-2.98950877,0.002794264,0.009473534,TRUE
SymbC1.scaffold2436.10,tr|A0A1Q9ES84|A0A1Q9ES84_SYMMI,Protein archease-like OS=Symbiodinium microadriaticum GN=AK812_SmicGene5978 PE=4 SV=1,2.71E-11,NA,NA,NA,28.15302898,0.364416703,0.143217121,2.544505157,0.01094327,0.030658765,TRUE
SymbC1.scaffold2436.3,sp|P0CU27|EFM3_CHATD,Protein-lysine N-methyltransferase EFM3 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=CTHT_0041970.1 PE=3 SV=1,3.37E-13,GO:0016740;GO:0008168;GO:0005737;GO:0032259,NA,PF10294,35.37950198,-0.714374864,0.146204994,-4.886118085,0.00000103,0.00000811,TRUE
SymbC1.scaffold2436.6,tr|A0A1Q9DNV3|A0A1Q9DNV3_SYMMI;tr|A0A1Q9CRU6|A0A1Q9CRU6_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene20887 PE=4 SV=1//description2:Peptidyl-prolyl cis-trans isomerase D OS=Symbiodinium microadriaticum GN=PPID PE=4 SV=1,1.00E-64,GO:0016853,NA,NA,56.60723208,0.765858182,0.131773806,5.811915154,6.18E-09,7.26E-08,TRUE
SymbC1.scaffold2436.8,sp|E9Q5R7|NAL12_MOUSE,"NACHT, LRR and PYD domains-containing protein 12 OS=Mus musculus GN=Nlrp12 PE=2 SV=1",3.21E-06,GO:0043124;GO:0031953;GO:1901223;GO:0005737;GO:0032088;GO:0009968;GO:0070373;GO:0045751;GO:0036336;GO:0045409;GO:0050728;GO:0043122;GO:0043281;GO:0005524;GO:0008588;GO:0045345;GO:0071345;GO:0050710;GO:0005515;GO:0050711;GO:0000166,K20865,NA,33.57650825,-0.37193978,0.132003215,-2.817656969,0.004837546,0.015185026,TRUE
SymbC1.scaffold2437.1,sp|Q45247|HUPN_BRADU,Hydrogenase nickel incorporation protein HupN OS=Bradyrhizobium diazoefficiens (strain JCM 10833 / IAM 13628 / NBRC 14792 / USDA 110) GN=hupN PE=3 SV=1,4.48E-29,GO:0005886;GO:0006810;GO:0015099;GO:0016020;GO:0016021;GO:0046872;GO:0035444,K07241,PF03824;PF13621,60.87845611,0.439220203,0.11139732,3.942825582,0.0000805,0.000418,TRUE
SymbC1.scaffold2438.3,sp|A5V9Q3|RL19_SPHWW,50S ribosomal protein L19 OS=Sphingomonas wittichii (strain RW1 / DSM 6014 / JCM 10273) GN=rplS PE=3 SV=1,7.93E-10,GO:0003735;GO:0006412;GO:0005622;GO:0005840;GO:0030529,K02884,PF01245,16.86893715,-0.555723015,0.184756767,-3.007862845,0.002630918,0.008981079,TRUE
SymbC1.scaffold2439.3,tr|A0A1Q9EK80|A0A1Q9EK80_SYMMI,Putative fucosyltransferase OS=Symbiodinium microadriaticum GN=AK812_SmicGene8686 PE=3 SV=1,6.85E-151,GO:0016021;GO:0036065;GO:0008417;GO:0016757;GO:0016740;GO:0006486;GO:0005794;GO:0032580;GO:0016020,NA,NA,114.7301465,-0.361264517,0.079701327,-4.532729007,0.00000582,0.0000394,TRUE
SymbC1.scaffold2439.5,sp|P72780|HHOA_SYNY3,Putative serine protease HhoA OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=hhoA PE=1 SV=1,3.18E-64,GO:0008233;GO:0042802;GO:0042597;GO:0006508;GO:0030288;GO:0004252;GO:0016787,NA,PF07859;PF13180;PF13365,70.01187787,-0.219291554,0.085242395,-2.572564436,0.010094816,0.028622018,TRUE
SymbC1.scaffold2440.10,tr|A0A1Q9DVI1|A0A1Q9DVI1_SYMMI;tr|A0A1Q9E7Y9|A0A1Q9E7Y9_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene18274 PE=4 SV=1//description2:Sorting nexin-22 OS=Symbiodinium microadriaticum GN=SNX22 PE=4 SV=1,2.55E-35,GO:0016020;GO:0035091;GO:0016021,NA,PF00787,44.56205656,-1.107649948,0.116421072,-9.514170636,1.83E-21,1.04E-19,TRUE
SymbC1.scaffold2440.11,sp|Q7RTR2|NLRC3_HUMAN,NLR family CARD domain-containing protein 3 OS=Homo sapiens GN=NLRC3 PE=1 SV=2,1.12E-15,GO:1901223;GO:0005737;GO:0032088;GO:0043124;GO:0045824;GO:0050728;GO:0042110;GO:1900016;GO:0032688;GO:0014067;GO:0032720;GO:0007249;GO:0032687;GO:0032715;GO:0048147;GO:0050680;GO:0005524;GO:0005829;GO:0036312;GO:0048471;GO:0005815;GO:0000166;GO:1900226;GO:0005515;GO:0003674,NA,NA,119.5966837,-0.614440832,0.122126236,-5.031194392,0.000000487,0.0000041,TRUE
SymbC1.scaffold24401.1,sp|Q8ISP0|RS18_BRABE,40S ribosomal protein S18 OS=Branchiostoma belcheri GN=RPS18 PE=2 SV=1,1.47E-63,GO:0003676;GO:0019843;GO:0003735;GO:0005622;GO:0030529;GO:0005840;GO:0003723;GO:0005737;GO:0006412,NA,PF00416,140.9007069,-0.732969911,0.14544252,-5.03958479,0.000000467,0.00000393,TRUE
SymbC1.scaffold245.1,sp|Q9NHW7|AQP_AEDAE,Aquaporin AQPAe.a OS=Aedes aegypti GN=AAEL003512 PE=2 SV=2,2.01E-34,GO:0005215;GO:0016021;GO:0016020;GO:0006810,K09884,PF00230,140.1570367,-0.65860031,0.097812708,-6.733279593,1.66E-11,2.89E-10,TRUE
SymbC1.scaffold245.12,sp|P28582|CDPK_DAUCA,Calcium-dependent protein kinase OS=Daucus carota PE=2 SV=2,6.56E-11,GO:0004672;GO:0016020;GO:0016740;GO:0000166;GO:0006468;GO:0016301;GO:0016310;GO:0004674;GO:0005524;GO:0046872;GO:0005509,NA,PF00069,67.98725222,0.527224145,0.107521769,4.903417714,0.000000942,0.0000075,TRUE
SymbC1.scaffold245.18,tr|A0A1Q9DBB7|A0A1Q9DBB7_SYMMI,Small nuclear ribonucleoprotein-associated protein B OS=Symbiodinium microadriaticum GN=SmB PE=4 SV=1,3.44E-10,GO:0019013;GO:0030529,NA,NA,13.04236249,0.479876345,0.197483658,2.429954718,0.015100709,0.040238087,TRUE
SymbC1.scaffold245.22,sp|Q40301|FCPE_MACPY,"Fucoxanthin-chlorophyll a-c binding protein E, chloroplastic OS=Macrocystis pyrifera GN=FCPE PE=2 SV=1",2.03E-10,GO:0015979;GO:0009579;GO:0016021;GO:0018298;GO:0009523;GO:0016168;GO:0009507;GO:0030076;GO:0009765;GO:0009536;GO:0009535;GO:0016020,NA,PF00504,7.320824923,-3.936859741,0.709395674,-5.549596487,2.86E-08,0.000000301,TRUE
SymbC1.scaffold245.5,sp|Q9FN03|UVR8_ARATH,Ultraviolet-B receptor UVR8 OS=Arabidopsis thaliana GN=UVR8 PE=1 SV=1,1.05E-28,GO:0003682;GO:0005515;GO:0005634;GO:0010224;GO:0005829;GO:0009881;GO:0000785;GO:0009649;GO:0042803;GO:0050896;GO:0009411;GO:0005737;GO:0007165;GO:0005085;GO:0043547;GO:0018298,NA,PF00415,112.9679386,-0.251172669,0.086973188,-2.887932185,0.003877835,0.01256996,TRUE
SymbC1.scaffold2450.4,tr|E8Z751|E8Z751_KARVE;tr|A0A1Q9E6Y7|A0A1Q9E6Y7_SYMMI,description1:Putative uncharacterized protein OS=Karlodinium veneficum PE=2 SV=1//description2:Serine/threonine-protein kinase TNNI3K OS=Symbiodinium microadriaticum GN=Tnni3k PE=4 SV=1,2.88E-14,GO:0016301;GO:0016310,NA,NA,79.30537832,-0.904781961,0.12030826,-7.520530685,5.46E-14,1.35E-12,TRUE
SymbC1.scaffold2450.6,tr|A0A0G4EE58|A0A0G4EE58_VITBC,Uncharacterized protein OS=Vitrella brassicaformis (strain CCMP3155) GN=Vbra_7238 PE=4 SV=1,8.44E-107,GO:0030246;GO:2001070,NA,PF08795,57.26851246,1.337599879,0.127255507,10.51113554,7.68E-26,6.68E-24,TRUE
SymbC1.scaffold2452.4,sp|Q8BT14|CNOT4_MOUSE,CCR4-NOT transcription complex subunit 4 OS=Mus musculus GN=Cnot4 PE=1 SV=2,9.10E-25,GO:0051865;GO:0006351;GO:0003676;GO:0000288;GO:0016740;GO:0030014;GO:0046872;GO:0006355;GO:0004842;GO:0016567;GO:0005634;GO:0005737;GO:0003723,K10643,NA,82.11607567,-0.301754822,0.083949975,-3.594459913,0.000325,0.001447499,TRUE
SymbC1.scaffold2452.5,sp|A2VE54|UN93A_BOVIN,Protein unc-93 homolog A OS=Bos taurus GN=UNC93A PE=2 SV=1,1.19E-22,GO:0016020;GO:0005886;GO:0016021,NA,PF05978,59.57963298,-0.613569231,0.106998397,-5.734377803,9.79E-09,0.000000111,TRUE
SymbC1.scaffold2452.6,sp|Q8RWS8|PP199_ARATH,Pentatricopeptide repeat-containing protein At2g41720 OS=Arabidopsis thaliana GN=EMB2654 PE=2 SV=1,6.89E-06,GO:0003735;GO:0008380;GO:0004519;GO:0009507;GO:0009793;GO:0009451;GO:0010239;GO:0003723;GO:0090305,NA,NA,29.86304845,-0.579362028,0.165666228,-3.497164357,0.00047,0.002006551,TRUE
SymbC1.scaffold2453.2,sp|Q8GYX8|DNJ10_ARATH;sp|P39101|CAJ1_YEAST,description1:Chaperone protein dnaJ 10 OS=Arabidopsis thaliana GN=ATJ10 PE=2 SV=2//description2:Protein CAJ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CAJ1 PE=1 SV=1,1.58E-33,GO:0005634;GO:0006457;GO:0003674,NA,PF00226;PF14308,44.92971717,0.652569744,0.109497801,5.959660744,2.53E-09,3.19E-08,TRUE
SymbC1.scaffold2453.5,tr|A0A1Q9EC38|A0A1Q9EC38_SYMMI,Calcium-transporting ATPase 1 OS=Symbiodinium microadriaticum GN=AK812_SmicGene11870 PE=3 SV=1,1.09E-33,GO:0016021;GO:0005524;GO:0016020;GO:0016787;GO:0000166,NA,NA,1.75861348,1.593039944,0.542114239,2.938568718,0.003297316,0.010932785,TRUE
SymbC1.scaffold2454.1,sp|A2QHV0|SEPH_ASPNC,Cytokinesis protein sepH OS=Aspergillus niger (strain CBS 513.88 / FGSC A1513) GN=sepH PE=3 SV=1,3.55E-21,GO:0000166;GO:0016740;GO:0006468;GO:0004672;GO:0005524;GO:0007049;GO:0046872;GO:0051301;GO:0016310;GO:0004674;GO:0016301,NA,PF00069,55.56707818,0.296306074,0.120892786,2.450982264,0.014246697,0.038316947,TRUE
SymbC1.scaffold2456.4,sp|Q0WVK7|PPR12_ARATH,"Pentatricopeptide repeat-containing protein At1g05670, mitochondrial OS=Arabidopsis thaliana GN=At1g05670 PE=2 SV=1",2.92E-20,GO:0090305;GO:0009451;GO:0005794;GO:0003723;GO:0043231;GO:0004519;GO:0005783;GO:0005739,NA,PF13812,13.85458418,1.540122003,0.266092074,5.787928896,7.13E-09,8.29E-08,TRUE
SymbC1.scaffold2456.5,sp|Q92368|RCD1_SCHPO,Cell differentiation protein rcd1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=rcd1 PE=3 SV=1,1.84E-55,GO:0007548;GO:0006402;GO:0030014;GO:0000289;GO:0017148;GO:0030015;GO:0005634;GO:0005737;GO:0003723;GO:0000932;GO:0030154,K12606,PF04078,43.69224304,0.714929016,0.119663313,5.974504598,2.31E-09,2.93E-08,TRUE
SymbC1.scaffold2457.3,sp|O54853|KCNH6_RAT,Potassium voltage-gated channel subfamily H member 6 OS=Rattus norvegicus GN=Kcnh6 PE=1 SV=1,2.65E-34,GO:0071805;GO:0055085;GO:0051291;GO:0005267;GO:0005887;GO:0005244;GO:0005242;GO:0034765;GO:0006813;GO:0006810;GO:0016020;GO:0006811;GO:0005216;GO:0086091;GO:0005249;GO:0016021;GO:0042391,K04909,PF00520,13.70864696,1.135286905,0.211724968,5.362083244,8.23E-08,0.000000798,TRUE
SymbC1.scaffold2459.1,sp|O60285|NUAK1_HUMAN,NUAK family SNF1-like kinase 1 OS=Homo sapiens GN=NUAK1 PE=1 SV=1,9.55E-39,GO:0005634;GO:0016310;GO:0006974;GO:0042127;GO:0030155;GO:0005524;GO:0005515;GO:0035556;GO:0007155;GO:0001650;GO:0002039;GO:0000166;GO:0016740;GO:0016301;GO:0005737;GO:0015630;GO:0004674;GO:2000772;GO:0046872;GO:0035507;GO:0004672;GO:0006468;GO:0005654;GO:1901796,K08800,PF00069;PF05118,52.95441525,0.301488361,0.109236314,2.759964611,0.005780762,0.017695762,TRUE
SymbC1.scaffold2459.2,tr|A0A1Q9EYE3|A0A1Q9EYE3_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene3585 PE=4 SV=1,1.02E-64,GO:0016020;GO:0016021;GO:0007165,NA,NA,9.557330552,-0.75494801,0.235766104,-3.202105809,0.001364269,0.005076081,TRUE
SymbC1.scaffold2459.3,tr|A0A1Q9E2Y1|A0A1Q9E2Y1_SYMMI,Major basic nuclear protein 2 OS=Symbiodinium microadriaticum GN=HCc2 PE=4 SV=1,7.48E-172,GO:0003677;GO:0016020;GO:0016021;GO:0007165,NA,NA,8.002729972,-1.406802034,0.287023168,-4.901353581,0.000000952,0.00000757,TRUE
SymbC1.scaffold246.3,tr|A0A1Q9E9U4|A0A1Q9E9U4_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene12791 PE=4 SV=1,1.80E-11,GO:0016021;GO:0016020,NA,NA,98.95261933,0.418333429,0.094557883,4.42409891,0.00000968,0.0000622,TRUE
SymbC1.scaffold246.5,tr|A0A1Q9DPL3|A0A1Q9DPL3_SYMMI,"Ribulose-1,5 bisphosphate carboxylase/oxygenase large subunit N-methyltransferase, chloroplastic OS=Symbiodinium microadriaticum GN=RBCMT PE=4 SV=1",8.11E-42,GO:0008168;GO:0016740;GO:0032259,NA,PF05704,3.436088711,1.198085001,0.407965533,2.936730936,0.003316918,0.010989969,TRUE
SymbC1.scaffold2460.3,tr|A0A1Q9CV33|A0A1Q9CV33_SYMMI,Protein mago nashi-like OS=Symbiodinium microadriaticum GN=magoh PE=4 SV=1,1.14E-144,GO:0005975;GO:0005634;GO:0004563;GO:0004553,NA,NA,72.63808729,0.433196455,0.101927364,4.250050625,0.0000214,0.000127,TRUE
SymbC1.scaffold2460.4,sp|Q06497|ANT1_YEAST,Peroxisomal adenine nucleotide transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ANT1 PE=1 SV=1,3.31E-14,GO:0000295;GO:0006810;GO:0016020;GO:0006811;GO:0005743;GO:0007031;GO:0005777;GO:0006839;GO:0015866;GO:0005778;GO:0005779;GO:0015867;GO:0015992;GO:0006635;GO:0016021,NA,PF00153;PF07690,151.641389,-0.242506128,0.075960094,-3.192546442,0.001410243,0.005226299,TRUE
SymbC1.scaffold2461.10,sp|P50107|LGUL_YEAST,Lactoylglutathione lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GLO1 PE=1 SV=1,1.1E-77,GO:0004462;GO:0006749;GO:0016829;GO:0019243;GO:0046872,K01759,PF00903,120.1187665,-0.44325057,0.065571545,-6.75980063,1.38E-11,2.45E-10,TRUE
SymbC1.scaffold2461.11,tr|A0A1Q9DKG7|A0A1Q9DKG7_SYMMI,Ribosomal large subunit pseudouridine synthase C OS=Symbiodinium microadriaticum GN=rluC PE=4 SV=1,9.03E-42,GO:0001522;GO:0009451;GO:0009982;GO:0003723,NA,NA,21.97143738,-0.909017395,0.184459559,-4.928003724,0.000000831,0.0000067,TRUE
SymbC1.scaffold2461.13,tr|A0A1Q9DKG3|A0A1Q9DKG3_SYMMI,Putative ATP-dependent RNA helicase DDX5 OS=Symbiodinium microadriaticum GN=DDX5 PE=4 SV=1,2.18E-86,GO:0016021;GO:0004386;GO:0016020,NA,NA,41.12564679,0.301937614,0.127048757,2.376549145,0.017475433,0.045424444,TRUE
SymbC1.scaffold2463.1,sp|Q46927|TCDA_ECOLI,tRNA threonylcarbamoyladenosine dehydratase OS=Escherichia coli (strain K12) GN=tcdA PE=1 SV=1,4.53E-56,GO:0061504;GO:0005524;GO:0016021;GO:0008641;GO:0030955;GO:0061503;GO:0005515;GO:0000166;GO:0031402;GO:0016874;GO:0016020,NA,PF00149;PF00899,130.9657545,1.168847936,0.118475066,9.865771577,5.86E-23,3.83E-21,TRUE
