Gene_model,UniProt identifier (top hit and/or top hit with annotated GO),Description(s) of hit(s),E-value,Gene Ontology (GO) term,KEGG Orthology (KO) term,Pfam identifier,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig,Hw1-1a,Hw1-1b,Hw1-1c,Hw1-4a,Hw1-4b,Hw1-4c,Hw1-5a,Hw1-5b,Hw1-5c,Hw1-6a,Hw1-6b,Hw1-6c,Hw2-1a,Hw2-1b,Hw2-1c,Hw2-4a,Hw2-4b,Hw2-4c,Hw2-5a,Hw2-5b,Hw2-5c,Hw2-6b,Hw2-6c,Wt1-1a,Wt1-1b,Wt1-1c,Wt1-4a,Wt1-4b,Wt1-4c,Wt1-5a,Wt1-5b,Wt1-5c,Wt1-6a,Wt1-6b,Wt1-6c,Wt2-1a,Wt2-1b,Wt2-1c,Wt2-4a,Wt2-4b,Wt2-4c,Wt2-5a,Wt2-5b,Wt2-5c,Wt2-6a,Wt2-6b,Wt2-6c
SymbC1.scaffold1266.4,tr|A0A1Q9ESR0|A0A1Q9ESR0_SYMMI,Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum GN=AK812_SmicGene5868 PE=4 SV=1,8.24E-114,GO:0015074;GO:0003677;GO:0006310,NA,PF00145,85.58679326,0.676886989,0.091054212,7.433889959,1.05E-13,2.51E-12,TRUE,34,50,68,75,71,47,99,90,150,142,170,179,68,45,30,110,71,62,127,151,77,102,165,37,106,29,78,65,229,60,106,175,121,107,112,107,24,34,74,106,240,58,93,59,99,253,75
SymbC1.scaffold12661.1,sp|Q9UI40|NCKX2_HUMAN,Sodium/potassium/calcium exchanger 2 OS=Homo sapiens GN=SLC24A2 PE=1 SV=1,7.39E-29,GO:0060291;GO:0005509;GO:0005886;GO:0055085;GO:0007612;GO:0007601;GO:0006874;GO:0008273;GO:0030955;GO:0005262;GO:0006813;GO:0031402;GO:0015297;GO:0030145;GO:0015293;GO:0031226;GO:0034220;GO:0006814;GO:0035725;GO:0005887;GO:0016021;GO:0070588;GO:0006816;GO:0050896;GO:0046870;GO:0060292;GO:0007613;GO:0046983;GO:0016151;GO:0016020;GO:0006811;GO:0006810,K13750,PF01699,21.20867353,-0.54158603,0.177922441,-3.04394447,0.002334982,0.008083805,TRUE,9,21,25,29,28,23,22,32,67,46,58,72,27,12,3,45,44,38,45,47,32,41,73,10,6,6,15,12,37,11,23,21,18,40,15,27,3,3,20,21,35,4,5,13,24,24,15
SymbC1.scaffold12668.1,sp|Q0J4I1|CKB21_ORYSJ,Cyclin-dependent kinase B2-1 OS=Oryza sativa subsp. japonica GN=CDKB2-1 PE=1 SV=1,6.05E-06,GO:0051301;GO:0016301;GO:0004674;GO:0030332;GO:0005737;GO:0007165;GO:0010033;GO:0007049;GO:0004672;GO:0005819;GO:0010389;GO:0009524;GO:0006468;GO:0008353;GO:0005634;GO:0005856;GO:0016310;GO:0000307;GO:0005524;GO:0004693;GO:0008284;GO:0000082;GO:0016740;GO:0000166;GO:0007275;GO:0010468,K07760,PF00069,18.36915405,-1.386707519,0.180205661,-7.69513848,1.41E-14,3.73E-13,TRUE,26,28,39,36,26,20,52,41,68,69,67,88,13,11,11,14,28,13,48,45,28,46,31,4,10,0,8,8,23,7,11,12,7,21,7,22,1,5,6,14,26,4,17,4,10,24,6
SymbC1.scaffold1267.1,sp|P30270|AMY_STRGR,Alpha-amylase OS=Streptomyces griseus GN=amy PE=3 SV=1,9.48E-10,GO:0016787;GO:0004556;GO:0005975;GO:0030246;GO:2001070;GO:0046872;GO:0003824;GO:0008152;GO:0043169;GO:0016798,NA,PF00686,31.39671579,-0.50212098,0.160685626,-3.124865573,0.001778863,0.006402403,TRUE,19,20,32,40,37,32,33,37,93,69,67,91,35,22,22,75,55,61,82,89,25,63,96,9,16,5,16,22,83,12,33,43,52,74,26,20,3,8,20,27,39,16,18,10,30,65,13
SymbC1.scaffold1267.3,sp|Q54410|TAP_STRLI,Tripeptidyl aminopeptidase OS=Streptomyces lividans GN=tap PE=1 SV=1,1.77E-09,GO:0005576;GO:0008233;GO:0004177;GO:0016787;GO:0045148;GO:0006508,NA,PF00561,29.79168907,0.293477737,0.121438182,2.416684205,0.015662599,0.041498327,TRUE,14,14,24,26,25,21,47,40,68,59,74,73,25,20,12,41,24,21,57,44,34,58,59,17,25,15,28,22,69,18,43,48,29,38,21,32,5,13,23,32,59,19,26,25,34,78,27
SymbC1.scaffold1267.4,tr|A0A1Q9DYH5|A0A1Q9DYH5_SYMMI,ER membrane protein complex subunit 1 OS=Symbiodinium microadriaticum GN=EMC1 PE=4 SV=1,2.09E-56,GO:0072546;GO:0008152;GO:0016020;GO:0016846;GO:0016021,NA,PF04828,10.83712932,-0.547269706,0.207043095,-2.643264704,0.008211081,0.024019601,TRUE,12,7,12,20,10,5,36,24,32,38,35,32,11,1,4,12,9,8,15,19,17,29,14,6,4,2,7,5,23,4,9,23,9,16,9,14,2,4,9,9,18,9,4,5,9,20,8
SymbC1.scaffold1267.6,tr|A0A1Q9D3E8|A0A1Q9D3E8_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene28866 PE=4 SV=1,5.35E-36,GO:0003824,NA,NA,5.049350284,-1.069352697,0.327068531,-3.26950653,0.001077353,0.004124312,TRUE,5,4,6,5,5,6,6,12,22,12,15,23,5,3,5,13,9,5,14,18,9,13,21,1,0,0,1,3,7,3,3,5,3,12,1,9,1,0,2,1,2,1,2,3,8,4,2
SymbC1.scaffold12676.1,sp|Q8AVX5|XRP2_XENLA,Protein XRP2 OS=Xenopus laevis GN=rp2 PE=2 SV=3,5.76E-18,GO:0016020;GO:0007010;GO:0005096;GO:0000166;GO:0003779;GO:0005737;GO:0005525;GO:0005886;GO:0043547,K18272,PF07986;PF00641,6.625183014,1.154122608,0.312236171,3.696312973,0.000219,0.001019639,TRUE,3,2,6,3,4,4,14,1,7,9,11,5,3,0,2,8,5,7,12,6,8,12,6,8,6,5,6,2,15,7,5,7,2,2,10,11,5,5,14,11,18,5,3,4,5,7,9
SymbC1.scaffold1268.2,sp|O73559|CRMB_CWPXG,Soluble TNF receptor II OS=Cowpox virus (strain GRI-90 / Grishak) GN=CRMB1 PE=3 SV=1,4.80E-07,GO:0030683;GO:0005576;GO:0005031;GO:0033209,NA,PF07699;PF04069,60.97069202,0.834485256,0.133850651,6.234450481,4.53E-10,6.34E-09,TRUE,9,29,39,63,42,39,50,65,121,79,118,124,44,15,11,81,66,75,153,109,61,102,118,40,58,29,56,78,124,44,58,87,72,102,71,110,15,20,78,80,186,35,34,50,77,133,66
SymbC1.scaffold1268.4,sp|Q9H2K2|TNKS2_HUMAN,Tankyrase-2 OS=Homo sapiens GN=TNKS2 PE=1 SV=1,3.04E-10,GO:0005829;GO:0070198;GO:0000139;GO:0005794;GO:0000209;GO:0070213;GO:0005634;GO:0016740;GO:0000781;GO:0000784;GO:0005515;GO:0048471;GO:0035264;GO:0016757;GO:1904355;GO:0016055;GO:0019899;GO:0046872;GO:1904357;GO:0005635;GO:0090263;GO:0005737;GO:0006471;GO:0032212;GO:0000242;GO:0003950;GO:0005694;GO:0040014;GO:0016579;GO:0016020,K10799,PF02825;PF00644,27.99184692,0.952446398,0.155127034,6.13978347,8.26E-10,1.12E-08,TRUE,5,7,11,15,13,11,33,37,43,42,55,47,18,18,7,32,22,17,65,49,29,37,43,18,42,18,31,28,73,19,43,83,24,32,43,34,7,11,23,36,68,27,34,16,38,60,17
SymbC1.scaffold1269.6,tr|A0A1Q9DTN5|A0A1Q9DTN5_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene18990 PE=4 SV=1,2.06E-100,NA,NA,NA,53.1656121,-0.724157352,0.123624127,-5.857734796,4.69E-09,5.65E-08,TRUE,25,48,66,92,72,55,78,70,157,140,156,193,73,31,15,138,80,64,121,149,46,145,143,15,36,23,45,36,101,27,35,43,45,110,52,52,6,18,36,15,83,16,17,19,49,116,47
SymbC1.scaffold12694.1,sp|Q04336|YM54_YEAST,Uncharacterized protein YMR196W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR196W PE=1 SV=1,2.23E-28,GO:0004573;GO:0003824;GO:0009311;GO:0003674;GO:0008150,NA,PF00107,38.17538983,0.323120175,0.119944684,2.693909925,0.007061925,0.021023161,TRUE,24,25,28,39,36,27,41,49,70,66,67,74,32,21,22,71,40,40,70,56,51,46,70,20,43,29,28,40,97,14,38,42,45,56,36,57,14,17,30,39,77,25,33,14,49,83,17
SymbC1.scaffold127.1,tr|A0A1Q9CA34|A0A1Q9CA34_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene39892 PE=4 SV=1,3.54E-116,GO:0016021;GO:0016020,NA,NA,88.8707441,-0.256210264,0.08586964,-2.983711864,0.002847748,0.009619912,TRUE,60,75,94,130,97,92,122,139,213,186,243,220,93,42,33,200,118,107,173,192,115,137,211,25,74,31,75,73,190,47,75,95,92,146,97,106,18,28,73,63,170,34,44,51,88,222,58
SymbC1.scaffold127.14,tr|A3E3J9|A3E3J9_PFIPI,Acyltransferase family protein OS=Pfiesteria piscicida PE=2 SV=1,0,GO:0016020;GO:0016747;GO:0016021;GO:0016746;GO:0016740,NA,NA,171.1170469,-0.379966766,0.119406621,-3.182124767,0.001461988,0.005386406,TRUE,112,132,170,241,159,109,327,188,384,381,471,464,209,79,112,232,233,146,311,365,201,289,335,81,199,87,169,168,448,69,191,337,190,245,229,168,23,38,78,87,210,103,154,59,183,395,81
SymbC1.scaffold127.15,tr|A0A1Q9CCK0|A0A1Q9CCK0_SYMMI,RNA-binding protein 1 OS=Symbiodinium microadriaticum GN=Rbp1 PE=4 SV=1,3.67E-50,GO:0016020;GO:0003723;GO:0003676;GO:0016021,NA,NA,36.08481239,-0.723933621,0.145252399,-4.983970144,0.000000623,0.00000515,TRUE,33,33,50,41,36,26,89,50,129,88,115,93,42,26,20,57,60,39,95,102,47,118,82,14,16,15,14,18,57,16,39,45,23,68,27,50,9,11,11,20,62,19,22,4,24,59,13
SymbC1.scaffold127.16,tr|A0A1Q9CCI6|A0A1Q9CCI6_SYMMI,Far upstream element-binding protein 1 OS=Symbiodinium microadriaticum GN=Fubp1 PE=4 SV=1,1E-30,GO:0003723;GO:0003676,NA,PF00595,239.7398052,0.261427129,0.059961716,4.359900704,0.000013,0.0000814,TRUE,95,131,199,283,216,157,363,224,515,450,591,527,237,145,124,460,297,257,439,494,225,427,543,99,228,100,184,210,544,154,220,287,289,406,297,330,72,86,223,212,551,106,172,134,275,563,186
SymbC1.scaffold127.18,tr|A0A1Q9CCI9|A0A1Q9CCI9_SYMMI,Copia protein OS=Symbiodinium microadriaticum GN=GIP PE=4 SV=1,2.38E-09,GO:0016021;GO:0003676;GO:0015074;GO:0016020,NA,NA,19.62843375,0.544741864,0.163905876,3.323504182,0.000889,0.003493616,TRUE,2,10,11,19,10,16,28,12,32,37,31,24,32,11,13,46,32,22,52,51,23,54,48,12,23,9,14,13,54,15,28,34,21,33,15,34,1,9,19,16,39,12,9,3,27,43,12
SymbC1.scaffold127.8,sp|P51874|PCP_SYMSP,"Peridinin-chlorophyll a-binding protein, chloroplastic OS=Symbiodinium sp. PE=1 SV=1",0,GO:0009536;GO:0016168;GO:0018298;GO:0030076;GO:0009507,NA,PF02429,1364.352295,-0.403082754,0.11571106,-3.483528322,0.000495,0.002096309,TRUE,2118,1384,1224,1318,1198,1234,2276,1517,3525,2946,2870,2733,1587,843,824,1818,1281,1115,2258,3039,1188,2293,2622,642,1273,704,1055,1249,2451,783,2265,1869,1431,2040,1539,1212,313,359,790,794,1869,732,900,525,1631,2695,813
SymbC1.scaffold1270.1,tr|A0A0G4EGU6|A0A0G4EGU6_VITBC,Uncharacterized protein OS=Vitrella brassicaformis (strain CCMP3155) GN=Vbra_11631 PE=4 SV=1,1.49E-14,NA,NA,NA,16.2906185,0.425074888,0.180317306,2.357371557,0.018404821,0.047428043,TRUE,7,11,13,16,13,10,20,6,22,18,34,44,12,8,3,29,24,20,27,34,11,24,36,10,17,4,19,21,64,13,21,25,30,22,31,8,4,5,16,14,45,5,5,7,24,55,16
SymbC1.scaffold1271.1,sp|Q9L7Q2|ZMPB_STRPN,Zinc metalloprotease ZmpB OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) GN=zmpB PE=3 SV=2,0.000000956,GO:0046872;GO:0016021;GO:0008233;GO:0008270;GO:0004222;GO:0006508;GO:0005618;GO:0016787;GO:0008237;GO:0016020;GO:0005576;GO:0009405;GO:0009986,K08643,NA,25.76638265,0.833660044,0.148611737,5.609651439,2.03E-08,0.000000218,TRUE,11,13,22,27,17,9,24,15,36,32,42,44,27,15,9,40,30,18,24,42,8,47,39,23,27,11,29,26,79,20,35,44,43,41,45,25,6,11,29,20,51,17,21,10,44,94,25
SymbC1.scaffold1271.2,sp|Q9Z1J2|NEK4_MOUSE,Serine/threonine-protein kinase Nek4 OS=Mus musculus GN=Nek4 PE=1 SV=1,1.24E-83,GO:0005524;GO:1900062;GO:0016310;GO:0000278;GO:0006974;GO:0042995;GO:0005929;GO:0000166;GO:0016740;GO:0032147;GO:2000772;GO:0046872;GO:0007049;GO:0045893;GO:0016301;GO:2001020;GO:0005737;GO:0004674;GO:0031098;GO:0051301;GO:0006468;GO:0023014;GO:0042981;GO:0007346;GO:0030145;GO:0004672,K08857,PF00069,11.52640073,0.485643975,0.197542723,2.458425032,0.013954791,0.037669621,TRUE,6,6,2,17,6,7,10,12,24,19,28,28,11,5,2,16,19,9,13,14,12,16,28,5,11,9,10,8,39,12,11,14,18,17,15,12,4,2,16,15,27,12,9,3,12,33,7
SymbC1.scaffold1271.4,tr|A0A1Q9E0T0|A0A1Q9E0T0_SYMMI;tr|A0A1Q9CZ25|A0A1Q9CZ25_SYMMI,description1:BTB/POZ and TAZ domain-containing protein 4 OS=Symbiodinium microadriaticum GN=BT4 PE=4 SV=1//description2:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene30517 PE=4 SV=1,5.78E-28,GO:0016020;GO:0016021,NA,PF00651,1.125800434,1.630598134,0.668703579,2.438446847,0.014750528,0.039467263,TRUE,0,1,1,1,0,1,0,1,0,0,2,1,2,0,1,2,1,2,1,2,1,1,3,0,1,0,1,3,5,0,1,1,1,2,1,0,2,0,0,0,7,0,2,0,3,4,1
SymbC1.scaffold1271.5,tr|A0A1Q9D1A1|A0A1Q9D1A1_SYMMI,E3 ubiquitin-protein ligase Mdm2 OS=Symbiodinium microadriaticum GN=mdm2 PE=4 SV=1,3.94E-06,GO:0016567;GO:0016874;GO:0000122,NA,NA,21.55666103,0.702425432,0.185713191,3.782313082,0.000155,0.000752,TRUE,9,13,12,24,16,8,28,9,18,37,45,40,24,19,14,41,35,21,32,55,10,37,32,13,25,6,29,29,64,10,26,23,25,23,32,17,4,9,21,18,51,4,17,11,36,82,25
SymbC1.scaffold1272.2,sp|Q40301|FCPE_MACPY,"Fucoxanthin-chlorophyll a-c binding protein E, chloroplastic OS=Macrocystis pyrifera GN=FCPE PE=2 SV=1",6.58E-34,GO:0016020;GO:0009535;GO:0009536;GO:0009765;GO:0030076;GO:0009507;GO:0016168;GO:0009523;GO:0018298;GO:0016021;GO:0015979;GO:0009579,NA,PF00504,78.42406628,-0.481881607,0.092953895,-5.184092672,0.000000217,0.00000195,TRUE,94,101,87,82,76,68,182,97,197,199,195,199,87,56,52,116,80,68,164,200,96,158,170,26,58,45,50,45,132,36,67,89,82,96,71,82,12,26,42,47,128,34,49,38,86,149,49
SymbC1.scaffold1273.13,tr|A0A0G4F6F8|A0A0G4F6F8_9ALVE,Uncharacterized protein OS=Chromera velia CCMP2878 GN=Cvel_15373 PE=4 SV=1,1.47E-07,GO:0016021;GO:0016020,NA,NA,71.18631909,-0.384459672,0.095327572,-4.033037486,0.0000551,0.000298,TRUE,53,51,68,110,90,65,102,84,179,187,182,174,105,61,47,139,91,75,140,133,61,145,212,26,64,18,44,44,128,54,67,80,55,116,67,73,19,25,42,52,108,30,36,28,79,141,46
SymbC1.scaffold1273.15,tr|A0A1Q9EI51|A0A1Q9EI51_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene9662 PE=4 SV=1,5.84E-104,GO:0016021;GO:0005215;GO:0006810;GO:0016020,NA,PF07699,6.373038452,2.86343195,0.36066341,7.939346977,2.03E-15,6.03E-14,TRUE,0,2,3,4,2,0,0,4,7,1,3,3,1,3,1,1,2,2,4,1,2,6,4,4,2,2,7,12,16,7,11,14,12,4,12,3,3,5,11,18,24,5,8,9,14,33,6
SymbC1.scaffold1275.1,sp|B0SQ07|TAL_LEPBP,Probable transaldolase OS=Leptospira biflexa serovar Patoc (strain Patoc 1 / ATCC 23582 / Paris) GN=tal PE=3 SV=1,2.88E-30,GO:0016740;GO:0016832;GO:0005975;GO:0006098;GO:0003824;GO:0004801;GO:0005737,K00616,PF00923,22.63156983,0.793018363,0.161142977,4.921209584,0.00000086,0.00000692,TRUE,8,9,8,21,11,12,18,11,31,24,44,33,42,15,13,50,37,29,46,66,15,55,55,17,24,10,22,21,72,17,27,21,33,43,28,26,5,6,16,17,40,16,12,7,30,75,19
SymbC1.scaffold12753.2,tr|A0A1Q9DVM0|A0A1Q9DVM0_SYMMI,Mannitol 2-dehydrogenase OS=Symbiodinium microadriaticum GN=AK812_SmicGene18235 PE=4 SV=1,9.75E-16,GO:0055114;GO:0019594;GO:0016491;GO:0008152;GO:0003824;GO:0050662,NA,NA,2.716270152,3.478544804,0.698900177,4.977169727,0.000000645,0.00000532,TRUE,0,1,1,0,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,2,0,0,3,12,1,6,4,14,7,0,0,3,0,4,7,0,4,13,6,15,0,0,0,3,8,4
SymbC1.scaffold1276.5,sp|Q92824|PCSK5_HUMAN,Proprotein convertase subtilisin/kexin type 5 OS=Homo sapiens GN=PCSK5 PE=1 SV=4,6.31E-35,GO:0032455;GO:0002001;GO:0016787;GO:0008236;GO:0043043;GO:0035108;GO:0016486;GO:0051004;GO:0006508;GO:0005615;GO:0060976;GO:0007565;GO:0012505;GO:0008233;GO:0019058;GO:0003279;GO:0016485;GO:0016020;GO:0007368;GO:0009952;GO:0030141;GO:0007507;GO:0016021;GO:0004252;GO:0042277;GO:0048566;GO:0001822;GO:0007566;GO:0005576;GO:0005796;GO:0007267;GO:0005515;GO:0042089;GO:0005794;GO:0006465;GO:0004175;GO:0048706;GO:0030323,K08654,PF15913,88.58561895,0.362121622,0.126527866,2.861991069,0.004209888,0.013505565,TRUE,48,64,98,99,89,51,131,102,215,227,233,219,53,39,32,76,70,51,159,121,94,153,144,33,70,21,56,43,167,43,112,164,115,97,79,104,34,55,97,114,241,78,73,77,69,186,73
SymbC1.scaffold1276.6,tr|A0A1Q9DEG3|A0A1Q9DEG3_SYMMI;tr|A0A1Q9DTU9|A0A1Q9DTU9_SYMMI,description1:Ankyrin-2 OS=Symbiodinium microadriaticum GN=ANK2 PE=4 SV=1//description2:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene18915 PE=4 SV=1,1.41E-130,GO:0016021;GO:0016020,NA,PF00023,22.22126057,-0.541111377,0.164253648,-3.294364432,0.000986,0.003815116,TRUE,18,13,24,33,17,13,48,34,72,41,47,46,38,13,20,44,24,25,82,63,25,47,56,14,16,14,13,17,42,7,25,43,14,40,16,23,3,3,5,20,23,9,15,4,21,41,10
SymbC1.scaffold12760.1,sp|Q6BIV4|PNS1_DEBHA,Protein PNS1 OS=Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 0083 / IGC 2968) GN=PNS1 PE=3 SV=2,1.93E-27,GO:0016021;GO:0006810;GO:0005886;GO:0016020,NA,PF04515,74.90463013,-0.671654114,0.131789926,-5.096399502,0.000000346,0.00000299,TRUE,82,70,90,96,66,70,144,141,223,172,199,237,98,67,45,107,66,78,170,142,119,131,161,39,69,37,19,53,111,32,86,74,61,120,36,107,19,27,42,69,118,40,35,15,46,106,23
SymbC1.scaffold12766.1,tr|A0A1Q9DB21|A0A1Q9DB21_SYMMI,Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Symbiodinium microadriaticum GN=AK812_SmicGene25788 PE=4 SV=1,1.77E-24,GO:0008270;GO:0016020;GO:0003676;GO:0016021,NA,NA,2.835725461,2.930731953,0.53475236,5.480540472,4.24E-08,0.000000433,TRUE,0,1,0,1,0,0,3,1,2,2,1,0,0,0,0,1,2,4,0,0,1,3,3,2,6,1,7,3,9,1,4,9,7,2,6,2,1,1,2,8,5,3,4,1,10,12,6
SymbC1.scaffold1278.3,tr|A0A1Q9D9I5|A0A1Q9D9I5_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene26457 PE=4 SV=1,1.55E-23,NA,NA,NA,23.31899597,1.242016866,0.19533254,6.35847393,2.04E-10,3.02E-09,TRUE,13,7,17,17,15,16,24,24,32,28,29,23,8,8,5,8,7,13,20,27,14,19,20,13,30,18,24,26,72,33,23,32,27,17,35,21,14,15,44,22,67,16,11,12,45,94,33
SymbC1.scaffold1278.5,tr|A0A1Q9EZ01|A0A1Q9EZ01_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene3474 PE=4 SV=1,1.12E-73,GO:0016021;GO:0016020,NA,PF01490,38.39155503,-0.503050354,0.110522642,-4.551559275,0.00000532,0.0000363,TRUE,26,31,37,63,47,36,77,48,94,108,131,92,40,20,23,67,37,36,84,84,42,74,106,19,33,20,28,34,82,14,33,37,42,52,39,37,5,10,31,30,73,16,22,21,32,74,18
SymbC1.scaffold12784.1,tr|A0A1Q9DY94|A0A1Q9DY94_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene17238 PE=4 SV=1,3.31E-14,GO:0016757;GO:0016740,NA,NA,6.744699589,0.939319001,0.290904133,3.228964103,0.001242395,0.00467934,TRUE,1,6,4,5,2,3,4,10,18,6,8,12,8,2,2,3,5,9,16,11,3,4,4,3,11,4,8,8,20,3,5,15,17,2,7,10,3,5,7,9,15,5,4,4,12,17,4
SymbC1.scaffold12787.1,sp|Q9SIP7|RS31_ARATH,40S ribosomal protein S3-1 OS=Arabidopsis thaliana GN=RPS3A PE=1 SV=1,1.79E-38,GO:0015935;GO:0009507;GO:0002181;GO:0016020;GO:0005773;GO:0003684;GO:0042256;GO:0008534;GO:0006412;GO:0006281;GO:0030529;GO:0005840;GO:0003723;GO:0009651;GO:0003729;GO:0005774;GO:0003735;GO:0022626;GO:0005829;GO:0005634;GO:0009506;GO:0022627,K02985,PF00189,43.47392614,-0.787592154,0.13896451,-5.667577666,1.45E-08,0.000000159,TRUE,55,41,48,52,51,56,90,48,125,119,109,132,41,26,30,93,56,41,91,105,50,73,120,15,27,28,20,25,68,22,50,63,24,62,36,43,10,15,24,14,36,12,28,16,46,81,26
SymbC1.scaffold12798.1,tr|A0A1Q9EAQ8|A0A1Q9EAQ8_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene12435 PE=4 SV=1,1.52E-68,NA,NA,NA,2.207995628,5.008568933,0.678527263,7.381529394,1.56E-13,3.62E-12,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,9,1,7,6,1,4,5,0,3,0,0,3,4,0,5,4,3,5,0,5,0,1,7,7,13,3,3,3,2,8,3
SymbC1.scaffold128.1,sp|Q54KA7|SECG_DICDI,"Ankyrin repeat, PH and SEC7 domain containing protein secG OS=Dictyostelium discoideum GN=secG PE=2 SV=1",1.54E-20,GO:0005829;GO:0043547;GO:0030507;GO:0043327;GO:0005764;GO:0031589;GO:0030036;GO:0031154;GO:0006935;GO:0072661;GO:0032012;GO:0005086,K18441,PF13637,49.27824364,-0.268839879,0.112456412,-2.390614058,0.016820224,0.044040292,TRUE,31,58,62,67,54,43,82,66,97,77,126,110,76,34,34,83,71,47,122,91,59,101,118,11,50,20,27,26,97,22,41,64,40,85,43,49,20,24,30,42,106,16,27,14,40,101,25
SymbC1.scaffold128.2,sp|Q54XK2|SC61A_DICDI,Protein transport protein Sec61 subunit alpha OS=Dictyostelium discoideum GN=sec61a PE=3 SV=1,0.00E+00,GO:0006810;GO:0005783;GO:0016020;GO:0015031;GO:0005789;GO:0015450;GO:0016021;GO:0031204,K10956,PF00344;PF10559,149.8074544,-0.237362394,0.091635907,-2.590277111,0.00958987,0.027378472,TRUE,108,108,143,209,139,107,236,245,375,379,431,417,131,79,71,300,156,154,371,330,226,295,345,44,126,51,106,106,255,86,155,226,121,244,136,229,30,51,88,142,258,98,102,69,118,254,91
SymbC1.scaffold128.3,sp|Q8L540|LTO1_ARATH,Thiol-disulfide oxidoreductase LTO1 OS=Arabidopsis thaliana GN=LTO1 PE=1 SV=1,2.09E-35,GO:0005515;GO:0009507;GO:0016020;GO:0055114;GO:0009535;GO:0009536;GO:0003955;GO:0016021;GO:0009579;GO:0010207;GO:0016491;GO:0048038,NA,PF07884,63.51063082,-0.60507064,0.120328431,-5.028492729,0.000000494,0.00000415,TRUE,86,66,62,84,67,58,154,102,186,202,200,145,73,38,40,74,61,36,117,149,75,134,98,20,48,33,29,49,84,40,69,83,47,73,62,102,9,17,54,43,94,30,25,30,58,106,35
SymbC1.scaffold128.6,sp|O64642|URT1_ARATH,UTP:RNA uridylyltransferase 1 OS=Arabidopsis thaliana GN=URT1 PE=1 SV=2,5.82E-20,GO:0016740;GO:0003729;GO:0060964;GO:0050265;GO:0071076;GO:1903705;GO:0016779;GO:0046872;GO:0000932;GO:0005737;GO:0006397,NA,NA,17.3844278,-0.699059223,0.182071113,-3.839484539,0.000123,0.00061,TRUE,20,23,21,36,18,11,32,19,36,24,49,51,33,8,18,47,21,22,40,45,19,28,42,4,14,1,9,12,38,10,12,22,15,33,18,15,3,8,12,6,26,3,8,5,14,35,9
SymbC1.scaffold128.7,sp|O74959|YJCD_SCHPO,Uncharacterized oxidoreductase C736.13 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPCC736.13 PE=3 SV=1,8.94E-09,GO:0055114;GO:0005575;GO:0016491;GO:0008150,NA,NA,224.2352072,-0.436575593,0.153538244,-2.843432235,0.00446305,0.014188947,TRUE,255,223,262,297,203,185,309,207,657,400,505,591,382,131,94,544,324,247,379,792,171,577,753,53,106,50,156,150,402,100,307,204,269,394,241,161,42,47,242,111,301,92,115,77,310,501,168
SymbC1.scaffold1280.2,sp|P51566|AFC1_ARATH,Serine/threonine-protein kinase AFC1 OS=Arabidopsis thaliana GN=AFC1 PE=2 SV=2,2.19E-27,GO:0005524;GO:0006355;GO:0004712;GO:0016301;GO:0016310;GO:0004674;GO:0000166;GO:0016740;GO:0006468;GO:0005515;GO:0004672,K08287,PF00069,13.31098663,-0.896592061,0.199486089,-4.494509196,0.00000697,0.0000463,TRUE,8,17,22,23,12,16,29,11,30,44,41,42,27,11,6,38,25,22,22,31,19,28,50,4,8,2,10,6,15,5,7,16,9,24,6,15,1,2,5,6,24,2,6,6,7,21,13
